PUF_ID,HEALTH,SWB_1,SWB_2,SWB_3,FWBscore,FWB1_1,FWB1_2,FWB1_4,FWB2_2,FSscore,ACT1_2,FINGOALS,CHANGEABLE,GOALCONF,EARNERS,VOLATILITY,SNAP,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_4,MATHARDSHIP_5,BENEFITS_1,CONNECT,DISTRESS,SELFCONTROL_2,SELFCONTROL_3,OUTLOOK_2,PEM,HOUSESAT,LIFEEXPECT,HHEDUC,PPINCIMP,PPREG4,PPREG9,fpl,agecat,generation,PPGENDER,PPMARIT,PPETHM
14218,0,5,5,4,62,2,3,3,5,60,4,1,2,3,2,1,0,1,1,1,1,1,95,3,3,3,3,7,4,97,3,5,2,3,3,7,2,2,1,4
12614,0,1,1,1,54,3,3,4,3,55,4,1,5,3,3,1,0,1,1,1,1,1,50,2,4,3,4,6,3,90,4,8,4,9,3,2,4,1,1,1
10835,0,7,7,7,49,3,3,3,3,35,3,1,2,3,1,2,0,1,1,3,3,1,85,4,2,3,2,3,4,90,4,8,1,2,3,3,4,2,1,1
9066,0,5,6,7,64,3,3,4,5,47,4,1,4,3,2,1,0,1,1,1,1,1,50,2,3,4,4,7,4,90,4,7,2,4,3,6,2,1,1,1
8061,1,4,4,6,40,3,1,2,2,41,2,0,6,3,1,2,0,1,1,1,1,1,100,4,2,2,4,3,3,0,4,3,2,4,3,3,3,1,3,1
8210,1,5,5,5,50,1,3,3,4,41,4,1,4,3,2,1,0,2,2,2,1,1,70,4,3,3,4,2,3,75,5,6,2,3,3,2,4,2,1,1
10991,1,3,7,7,29,1,2,1,3,39,3,1,4,3,1,3,0,1,1,1,1,1,100,3,4,2,1,4,4,75,4,2,4,9,2,4,2,1,3,3
9307,0,7,7,6,72,5,5,5,5,67,5,1,6,4,2,1,0,1,1,1,1,1,85,2,3,3,5,6,4,100,4,9,2,3,3,3,3,2,1,1
12881,0,6,6,6,51,3,2,4,3,45,3,0,2,4,2,1,0,1,1,1,1,1,80,3,2,3,5,5,3,95,4,6,4,8,3,5,2,2,3,1
10020,1,5,5,4,55,3,3,4,3,49,4,0,6,3,2,1,0,1,1,1,1,1,99,4,2,4,5,6,3,50,4,7,3,5,3,6,2,1,4,1
8211,0,6,6,6,64,4,4,4,4,61,4,1,2,4,2,1,0,1,1,1,1,1,95,4,3,3,5,6,4,90,4,8,2,3,3,5,2,1,1,1
13687,0,6,7,7,51,3,3,3,3,42,3,1,6,3,2,2,0,1,1,1,1,1,0,3,4,4,3,5,3,50,5,8,3,5,3,2,4,1,5,3
7291,0,4,4,5,61,4,3,4,5,53,3,0,2,3,3,1,0,1,1,1,1,0,70,4,2,2,4,5,3,80,3,9,3,7,3,1,4,1,4,3
7917,0,6,6,6,57,2,3,3,4,38,3,0,5,3,1,1,0,1,1,1,1,1,100,1,2,3,4,5,3,80,2,3,2,4,3,5,2,2,2,4
11675,1,5,5,5,45,2,4,4,2,40,2,0,4,2,2,1,0,1,1,2,2,0,80,3,3,3,3,5,3,90,3,5,2,3,3,6,2,2,1,1
9806,0,6,6,6,56,4,3,3,4,52,4,1,5,4,2,1,0,1,1,1,1,1,100,2,3,3,5,6,4,100,4,8,2,4,3,4,2,2,1,1
9308,0,7,7,7,59,2,5,5,5,78,5,1,2,4,2,1,0,1,1,1,1,1,92,4,2,3,4,7,4,79,5,9,2,3,3,1,4,1,5,1
8212,0,7,7,7,68,3,5,5,3,69,4,1,3,4,2,1,0,1,1,1,1,1,50,5,2,3,4,6,4,100,5,9,3,5,3,4,3,2,1,1
8213,1,4,5,5,51,2,2,2,2,-1,2,0,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,8,2,1,4,1,1,4
12203,1,6,6,7,56,3,4,4,5,62,4,1,3,4,2,1,0,1,1,1,1,1,90,4,4,3,3,6,4,100,5,9,4,9,3,1,4,2,5,4
8425,0,7,7,6,67,5,5,4,4,49,4,1,3,4,2,1,0,1,1,1,1,1,100,3,2,3,3,6,4,100,5,9,2,3,3,5,2,1,1,1
10651,1,7,7,7,59,4,4,4,3,53,5,-1,6,3,1,1,0,1,1,1,1,1,100,3,3,3,4,5,3,50,2,3,4,9,2,4,2,1,1,4
13110,0,5,3,4,63,3,4,3,5,64,5,1,3,3,2,1,0,1,1,1,1,1,90,4,3,3,1,6,4,-2,5,8,3,7,3,8,1,1,1,1
12792,0,6,6,7,56,4,3,2,2,58,4,1,7,4,1,1,0,1,1,1,1,1,50,4,3,3,4,7,4,75,3,6,4,9,3,4,3,1,1,4
9067,0,4,6,7,60,4,4,4,5,52,3,1,2,4,2,1,0,1,1,1,1,1,10,4,3,3,3,7,3,100,5,9,4,9,3,2,4,2,5,1
11676,0,7,7,7,63,3,4,3,5,52,5,1,2,4,2,1,0,1,1,1,1,1,80,4,3,3,5,5,4,70,4,9,3,5,3,2,4,2,1,1
13891,1,3,3,5,57,2,2,3,3,40,3,0,4,1,1,1,8,1,1,1,1,0,50,5,3,2,4,7,3,30,1,1,2,3,1,4,2,1,4,1
9564,1,5,6,6,46,2,2,3,3,44,3,1,3,3,1,1,0,2,2,2,1,0,60,3,2,3,4,4,3,100,5,8,4,8,3,4,3,2,1,1
7246,0,6,5,7,30,1,1,1,3,29,3,0,5,3,1,1,1,2,2,2,2,1,0,4,3,3,3,5,3,87,4,5,4,8,3,4,3,2,3,4
11885,1,5,6,7,51,1,1,1,3,41,2,0,4,2,2,2,0,1,1,2,1,1,100,4,2,1,2,7,3,50,1,2,3,7,1,2,4,2,1,4
11771,1,6,7,7,43,3,2,2,2,46,3,1,2,3,2,1,0,1,1,2,2,1,80,4,2,2,5,7,3,95,4,4,3,7,2,3,3,1,1,1
7173,1,2,7,7,49,3,3,5,3,42,3,-1,6,3,1,3,8,2,2,2,2,0,-1,1,1,1,3,2,1,-1,2,1,2,3,1,2,4,1,4,2
12692,1,6,6,6,41,2,2,2,2,46,3,1,6,3,1,2,0,1,1,1,1,0,98,3,3,3,3,6,3,99,3,2,3,7,2,5,2,2,2,1
11772,1,6,6,4,70,3,3,4,5,36,3,0,3,3,2,1,0,1,1,1,1,1,90,2,3,3,3,5,3,50,5,8,4,9,3,3,3,1,1,1
11433,0,7,7,7,85,5,5,5,5,73,5,1,5,4,2,1,0,1,1,1,1,1,100,3,3,4,5,7,4,100,3,7,1,2,3,6,2,1,1,3
9068,1,6,7,7,64,5,5,5,4,50,5,1,5,4,2,1,0,1,1,1,1,1,100,4,4,4,5,7,3,90,3,7,3,5,3,5,2,2,1,4
8834,0,6,5,4,51,3,2,3,3,40,3,1,4,3,2,1,0,1,1,1,1,1,100,3,4,4,3,6,4,80,2,6,2,3,3,4,2,1,1,1
10462,1,5,6,6,50,2,4,2,3,41,2,1,4,2,1,1,0,2,2,1,1,1,100,5,2,2,3,3,3,10,3,3,4,8,3,4,3,1,3,2
8835,0,6,6,6,72,5,4,4,5,51,4,1,6,3,1,1,0,1,1,1,1,1,95,3,3,3,3,5,3,95,4,9,1,2,3,4,2,1,1,1
9309,1,5,5,5,59,3,3,3,4,45,3,1,2,3,2,1,0,1,1,1,1,1,85,3,2,3,4,7,3,10,3,6,1,2,3,4,3,1,3,1
7786,0,7,7,7,74,3,4,4,5,60,4,1,4,3,1,1,0,1,1,1,1,1,95,2,2,3,4,5,4,75,3,8,3,6,3,5,2,2,1,1
10652,0,5,5,6,62,3,4,3,5,50,3,1,2,3,2,2,0,1,1,1,1,1,30,5,3,3,4,6,3,75,3,8,2,3,3,4,3,1,1,1
8214,0,6,6,6,61,4,4,4,5,56,4,0,3,4,1,3,0,1,1,1,1,0,80,3,3,3,5,5,4,75,4,8,1,2,3,3,4,1,4,1
8062,1,5,5,6,52,3,4,3,3,51,4,1,5,3,2,1,0,1,1,1,1,1,50,3,3,3,4,5,3,33,5,8,2,3,3,2,4,1,1,1
8615,0,5,5,4,59,4,4,4,4,46,4,1,4,3,2,1,0,1,1,1,1,1,100,4,2,3,3,5,3,85,3,8,2,3,3,3,3,2,1,1
12492,0,6,6,6,60,4,4,3,3,53,3,1,5,3,2,1,0,1,1,1,1,0,90,2,4,3,5,5,3,75,3,3,3,5,3,6,2,2,1,1
12204,1,6,7,7,57,3,4,3,4,51,3,1,3,3,2,1,0,1,1,1,1,1,80,2,3,3,3,6,4,100,4,8,2,3,3,8,1,1,1,2
9566,1,1,1,1,14,1,1,1,1,34,1,0,7,1,1,1,1,3,3,1,1,0,100,5,1,1,1,1,1,0,3,1,2,3,1,3,3,1,1,3
14197,0,6,6,5,63,4,4,4,5,50,4,1,4,4,2,1,0,1,1,1,1,1,50,2,3,3,5,4,4,95,4,9,4,8,3,2,4,2,1,1
13332,1,1,3,4,42,3,2,3,3,39,3,1,2,3,1,2,0,2,1,1,1,0,80,2,4,3,1,6,3,80,4,3,4,9,2,3,3,1,1,4
13315,0,7,7,7,71,5,5,5,5,60,5,1,5,4,2,1,0,1,1,1,1,1,90,4,3,4,4,5,3,80,4,9,3,5,3,2,4,2,1,1
9069,0,6,6,6,48,3,3,3,3,45,3,0,5,2,1,1,0,1,1,1,1,1,95,4,3,3,4,4,4,80,5,9,4,8,3,4,3,1,1,1
8836,1,4,5,4,37,1,1,3,1,46,3,1,4,3,1,3,1,2,3,1,1,0,50,5,4,2,4,5,3,80,3,2,4,8,1,4,3,2,4,3
12266,0,7,6,6,65,4,4,2,4,52,4,1,4,3,2,1,0,1,1,1,1,1,95,2,3,4,4,5,4,85,5,7,3,5,3,7,2,1,1,1
12058,1,5,4,6,61,4,2,3,5,61,4,1,3,3,1,1,0,1,1,1,1,1,75,4,4,4,2,6,3,80,3,3,2,3,3,4,2,2,3,1
8616,0,5,6,6,70,1,3,3,5,42,3,1,6,4,2,1,0,1,1,1,1,1,81,4,2,3,4,3,2,99,5,5,4,9,3,2,4,2,1,1
14183,1,5,5,6,67,4,3,3,5,44,4,1,6,4,2,1,0,1,1,1,1,0,75,2,3,3,4,5,4,95,3,6,3,5,3,6,2,1,5,1
11434,1,7,7,7,58,3,3,2,3,47,5,1,7,3,1,1,1,1,1,1,1,1,0,5,4,4,2,7,4,0,1,4,3,7,2,3,3,2,1,4
10836,1,6,7,5,64,3,4,4,4,53,4,1,2,4,2,1,0,1,1,1,1,1,90,2,3,3,5,3,3,80,5,7,3,5,3,3,3,1,1,1
7788,0,4,5,6,68,4,4,4,5,52,4,1,3,3,1,1,0,1,1,1,1,1,60,2,3,4,5,5,3,100,4,9,2,4,3,2,4,2,4,1
8063,1,5,5,5,35,2,1,3,2,32,3,0,4,2,2,3,0,2,2,2,2,1,99,3,3,3,3,3,3,65,3,1,1,2,1,4,2,2,3,1
12835,0,7,6,6,49,4,4,4,2,50,4,1,2,4,1,1,0,1,1,1,1,1,95,4,3,4,2,3,4,-2,5,6,1,2,3,8,1,2,3,1
14127,1,5,4,5,53,2,2,3,3,55,4,0,4,3,1,1,0,1,1,1,1,1,100,3,3,3,2,5,4,-2,3,6,3,7,3,8,1,2,2,1
13487,0,5,5,5,48,4,4,4,4,42,4,0,5,3,1,1,0,3,2,2,2,1,85,3,3,3,4,5,3,90,3,3,3,5,2,5,2,2,5,4
10463,0,7,7,7,79,5,5,5,5,56,4,1,7,4,3,1,0,1,1,1,1,1,75,3,3,4,5,5,4,100,4,8,4,9,3,6,2,1,1,1
13060,1,2,2,1,60,3,3,4,3,48,4,0,6,3,1,1,0,1,1,1,1,0,50,3,3,3,3,6,3,50,2,1,3,7,1,3,3,2,1,4
10251,0,6,6,5,39,3,1,3,2,72,4,1,1,3,2,3,0,2,1,1,1,0,50,4,4,3,2,2,3,80,5,2,4,8,2,3,3,1,5,4
7344,0,6,6,6,72,5,5,5,4,74,4,1,3,4,1,1,0,1,1,1,1,1,90,2,3,4,5,5,4,90,5,8,4,9,3,2,4,1,1,1
9070,0,7,5,4,39,1,2,3,2,48,3,0,2,2,1,2,0,1,1,1,1,1,85,3,4,3,1,2,4,95,5,8,4,8,3,5,2,2,1,1
12577,1,1,3,7,42,1,1,1,1,68,4,0,2,3,1,1,1,2,1,2,1,0,100,4,4,3,2,2,4,0,3,1,2,3,1,5,2,2,3,2
7918,1,4,4,4,38,1,1,3,2,45,3,-1,4,2,1,2,1,2,2,2,2,1,25,5,2,2,4,2,2,50,4,1,3,5,1,2,4,1,5,1
14075,1,4,4,1,60,2,2,3,3,38,3,1,5,4,1,1,0,1,1,1,1,1,0,3,3,3,3,6,4,100,2,1,3,5,1,7,2,2,3,2
9807,1,6,6,6,61,3,3,4,4,43,3,1,3,3,1,1,0,1,1,1,1,1,95,2,3,3,4,5,3,100,5,9,4,9,3,2,4,2,4,1
9567,0,7,7,7,48,4,5,3,3,43,4,1,2,3,2,1,0,1,1,1,1,1,80,3,2,3,4,7,4,100,3,8,1,2,3,3,3,2,1,1
11773,0,7,5,5,61,4,4,4,4,53,4,0,3,4,2,1,0,1,1,1,1,1,100,1,3,3,4,5,4,85,4,3,2,4,3,6,2,2,1,1
13869,1,3,3,5,36,1,2,1,1,36,2,0,2,3,2,1,0,1,1,1,1,0,0,3,1,2,4,6,3,50,2,3,3,5,3,6,2,2,3,1
8617,1,5,5,4,50,2,3,3,2,31,3,0,4,3,2,1,0,1,1,1,1,1,70,4,3,3,3,3,3,50,2,6,2,3,3,5,2,2,1,1
11158,0,7,6,6,67,5,5,5,5,70,5,1,5,4,2,1,0,1,1,1,1,0,100,4,3,3,3,5,4,100,3,7,4,9,3,7,1,2,1,1
7789,0,6,7,5,52,3,3,3,3,52,4,1,3,4,1,1,0,1,1,1,1,1,100,4,3,3,3,6,4,50,4,6,1,1,3,2,4,2,1,1
12205,1,6,6,4,48,3,3,3,2,54,4,0,1,4,2,1,0,2,3,1,1,1,80,4,3,4,4,5,3,85,5,1,4,9,2,5,2,1,1,4
12388,0,7,7,4,58,4,4,4,3,58,4,1,6,3,1,1,0,1,1,1,1,1,100,3,3,3,5,7,4,50,3,5,4,8,3,3,3,1,1,1
10653,0,6,7,6,75,4,4,4,5,60,4,1,3,4,2,2,0,1,1,1,1,1,50,1,3,3,4,5,3,100,5,9,3,7,3,7,1,1,1,1
10837,1,4,2,2,39,2,2,3,1,28,2,0,3,2,1,1,0,2,2,1,2,1,90,4,2,2,2,3,2,80,3,6,3,6,3,6,2,1,1,1
14198,1,6,6,6,58,4,4,4,3,52,4,1,-1,4,2,1,0,1,1,1,1,0,95,3,3,3,1,5,3,-2,5,7,4,8,3,8,1,1,1,1
14158,1,2,3,5,26,1,1,1,1,35,2,0,4,1,2,1,1,2,2,1,2,1,50,5,3,1,1,1,1,50,1,1,2,3,1,4,3,2,1,1
13347,1,3,4,3,50,2,2,2,4,49,3,1,5,3,2,1,0,1,1,1,2,0,95,5,3,2,1,6,3,-2,3,2,3,7,2,8,1,2,1,1
10252,0,6,6,5,70,4,3,4,4,52,4,0,4,3,2,2,0,1,1,1,1,1,95,3,3,2,1,5,4,99,4,8,4,9,3,6,2,2,1,1
9568,0,6,6,6,53,4,3,3,4,49,3,1,5,4,2,1,0,1,1,1,1,1,85,4,4,3,4,5,3,90,4,8,3,5,3,4,3,1,1,1
8064,0,5,4,4,47,3,3,2,3,45,4,1,3,4,2,2,0,1,1,2,2,1,67,4,4,4,4,2,3,50,5,5,2,3,3,3,3,1,1,1
9569,0,5,5,5,49,2,3,3,4,46,4,1,4,4,2,1,0,1,1,1,1,1,65,3,3,3,3,5,3,10,3,8,1,1,3,3,3,1,1,1
7790,0,7,7,7,63,2,3,3,5,51,5,0,3,3,2,1,0,1,1,1,1,1,95,2,4,4,4,6,4,100,3,6,1,2,3,2,4,1,5,1
10021,0,6,6,7,71,4,4,4,4,57,4,1,2,4,1,1,0,1,1,1,1,1,85,3,3,3,5,5,4,70,5,8,3,5,3,3,3,1,1,1
13784,1,4,4,5,64,3,3,3,5,57,5,0,4,3,2,2,0,1,1,1,1,1,0,4,4,3,4,6,3,75,3,3,3,6,3,3,3,2,1,1
11975,0,6,6,5,89,5,5,5,4,68,5,1,6,4,2,1,0,1,1,1,1,1,100,4,4,4,5,6,4,-2,5,5,1,2,3,8,1,1,1,1
10654,1,5,7,5,49,3,2,2,1,44,4,1,5,3,2,3,0,1,1,1,1,0,100,4,4,3,1,5,3,60,4,3,3,7,3,6,2,2,1,1
8215,0,6,6,6,61,4,4,4,3,51,4,0,5,3,2,1,0,1,1,1,1,1,85,3,3,3,4,5,4,95,5,9,3,5,3,4,3,1,1,1
9570,0,3,4,4,58,4,4,4,4,52,2,0,4,4,2,2,0,1,1,1,1,1,50,4,2,3,3,6,4,100,4,8,1,2,3,4,3,1,1,1
9310,1,6,7,6,61,4,4,4,5,56,4,1,2,4,2,1,0,1,1,1,1,1,85,4,3,3,5,5,4,42,5,8,4,9,3,4,2,1,1,1
7919,1,6,6,6,63,4,4,4,4,49,4,1,2,4,2,1,0,1,1,1,1,1,100,3,3,3,4,3,4,85,4,8,4,9,3,6,2,1,1,1
7920,0,6,6,6,51,3,4,4,4,45,3,1,6,3,2,2,0,1,2,2,2,1,25,4,3,3,4,5,3,60,2,7,2,3,3,3,3,1,1,1
10253,1,5,6,5,49,3,2,3,4,47,3,0,4,2,2,1,0,2,2,2,2,1,25,4,2,2,3,6,1,50,3,9,3,5,3,2,4,2,3,1
7292,1,2,5,5,14,1,1,1,1,52,3,1,3,2,1,1,1,1,1,3,2,1,0,5,2,2,3,4,4,0,3,1,3,6,1,3,3,1,1,1
10465,0,5,6,7,70,4,4,4,5,55,5,1,3,4,1,1,0,1,1,1,1,1,90,4,4,4,5,-1,2,55,3,8,4,8,3,5,2,1,5,4
13033,0,6,7,7,49,3,4,3,3,42,4,1,2,3,1,1,0,2,1,2,1,1,90,2,3,3,3,6,3,50,3,6,4,9,3,4,2,1,4,2
7921,1,4,4,4,37,2,3,2,2,40,3,0,4,2,2,1,1,2,2,1,1,1,60,4,3,2,4,5,3,50,2,1,1,1,1,3,3,1,5,1
12452,0,7,7,7,68,4,4,4,4,62,5,1,5,4,2,1,0,1,1,1,1,1,100,4,3,4,4,6,4,100,3,6,1,1,3,5,2,2,3,1
9071,0,6,6,6,63,4,2,3,4,46,3,1,4,4,1,1,0,1,1,1,1,1,65,3,3,3,4,6,3,90,4,7,3,5,3,2,4,1,4,1
9808,0,6,5,5,61,4,3,3,4,48,4,1,5,4,2,1,0,1,1,1,1,1,85,3,2,3,5,2,3,50,4,9,2,3,3,2,4,2,5,1
11677,0,5,3,4,55,4,4,2,3,49,4,0,3,4,2,2,0,1,1,1,1,1,80,5,3,3,2,3,3,100,3,1,1,2,1,4,2,2,1,1
8837,0,7,7,7,61,4,3,3,5,49,4,1,2,4,3,1,0,1,1,1,1,1,50,2,3,3,4,5,4,50,3,8,2,3,3,2,4,1,4,1
9571,0,7,6,7,63,3,5,4,4,69,3,1,7,4,1,2,0,1,1,1,1,1,50,3,3,4,5,6,4,85,4,6,2,3,3,2,4,1,1,1
8216,0,7,7,7,78,5,4,5,5,75,5,1,3,4,2,1,0,1,1,1,1,0,100,1,3,4,3,5,4,100,5,9,1,1,3,5,2,1,1,1
12793,1,5,5,6,29,1,1,1,1,35,3,1,5,2,2,1,0,1,1,2,2,1,85,2,2,3,5,5,3,70,3,6,1,2,3,4,3,1,1,2
7152,1,2,4,5,56,2,2,3,3,31,3,0,4,3,2,1,0,1,3,2,1,0,50,2,2,4,2,4,3,75,3,6,3,5,3,2,4,2,1,1
12764,0,7,7,7,79,4,4,4,5,76,5,1,4,4,2,2,0,1,1,1,1,0,100,2,4,4,3,3,4,90,2,3,3,5,3,7,2,2,1,1
9072,1,4,4,4,56,2,2,2,3,29,-1,0,2,3,2,1,0,1,1,1,1,0,100,2,3,3,2,4,2,100,3,6,3,5,3,6,2,1,1,3
8838,1,5,5,5,65,4,3,3,4,50,3,1,2,4,2,1,0,1,1,1,1,1,50,3,2,3,4,3,3,75,5,9,3,5,3,2,4,2,1,1
13611,1,6,6,6,68,3,3,3,4,48,4,1,5,3,1,1,0,1,1,1,1,0,100,4,4,4,5,6,4,100,2,2,3,5,2,7,1,2,1,1
11435,1,5,6,7,48,4,4,2,3,67,4,0,3,3,1,2,0,1,1,1,1,1,51,3,2,3,5,6,2,75,2,2,1,2,3,4,2,1,4,1
11678,0,3,5,4,62,4,3,4,3,52,4,1,3,3,1,1,0,1,1,1,1,1,90,4,3,3,3,4,4,90,4,7,4,9,3,6,2,1,2,3
13061,0,5,5,5,48,3,3,3,2,55,4,1,2,3,2,1,0,1,1,1,1,1,50,3,3,3,3,3,3,75,4,8,1,2,3,4,2,1,1,1
9073,0,5,7,7,50,4,4,3,3,50,4,1,3,4,1,2,0,2,2,1,1,0,80,5,3,3,4,5,3,100,3,1,4,9,1,1,4,2,4,4
10655,1,7,7,7,53,3,1,3,5,68,2,1,4,4,2,1,0,1,1,1,1,1,100,5,4,4,5,7,4,100,3,4,4,9,3,4,2,1,4,2
14051,1,6,4,6,53,2,2,3,4,49,3,0,5,2,2,1,0,1,1,1,1,1,90,4,3,3,1,7,3,50,3,2,4,9,2,6,2,2,1,1
13165,0,7,7,7,68,5,4,5,5,64,4,1,1,4,1,1,0,1,1,1,1,0,80,2,4,4,3,6,4,95,5,5,2,3,2,2,4,2,1,1
10838,0,6,6,6,58,2,4,3,3,53,4,1,2,4,2,1,0,1,1,1,1,1,75,2,2,3,4,5,4,90,5,8,2,3,3,5,2,1,1,1
13124,0,6,6,7,57,3,4,4,4,76,4,1,1,4,2,1,0,1,1,1,1,1,90,4,3,4,4,2,4,50,5,8,4,8,3,2,4,1,1,4
7791,0,7,7,7,70,4,5,5,5,64,5,0,1,4,2,1,0,1,1,1,1,1,90,3,4,4,5,6,4,100,4,9,2,3,3,1,4,2,4,1
9311,1,4,5,4,37,1,2,2,2,40,3,0,4,2,1,3,0,3,2,1,2,0,80,3,2,3,2,4,3,100,2,2,3,5,1,3,3,1,5,1
12206,0,7,7,7,64,2,3,4,4,61,5,0,7,4,2,1,0,1,1,1,1,1,100,3,3,4,3,7,4,100,3,2,3,7,2,6,2,2,1,4
13786,0,7,7,7,86,5,5,5,5,85,5,1,3,4,1,1,0,1,1,1,1,1,-1,2,4,4,5,4,4,100,4,1,3,6,1,1,4,2,4,1
10992,1,5,6,7,49,3,3,3,3,41,4,1,6,3,-1,3,0,2,1,2,1,0,100,4,4,4,3,7,3,60,3,5,3,5,2,4,3,1,1,4
9074,1,6,6,7,79,5,5,5,5,68,5,1,3,4,2,2,0,1,1,1,1,1,90,5,3,3,4,6,4,100,5,9,1,2,3,4,2,2,1,4
13160,1,4,5,4,41,1,4,1,1,35,1,0,3,1,2,2,0,1,1,1,1,1,95,5,1,2,3,1,2,33,3,2,3,6,2,2,4,2,4,2
7792,0,5,5,5,41,2,3,1,2,35,3,1,4,3,1,1,0,1,1,1,2,1,0,3,2,3,3,1,3,100,3,3,2,4,2,1,4,1,4,1
13767,0,7,7,7,60,4,4,4,3,42,4,1,1,3,1,1,0,1,1,1,1,1,100,1,3,3,5,4,3,100,2,7,2,3,3,5,2,1,1,1
11775,0,5,6,7,60,3,4,4,4,60,4,1,3,4,2,2,0,1,1,1,1,1,80,4,3,4,4,2,3,95,5,8,2,3,3,2,4,1,1,1
11290,1,6,6,4,62,4,4,4,5,45,3,1,4,3,2,1,0,1,1,1,1,1,-1,3,2,1,3,6,4,60,2,7,3,5,3,7,1,1,1,1
10993,0,4,4,5,42,2,2,2,2,42,2,0,2,3,2,2,0,1,1,1,1,1,75,4,2,3,4,5,3,30,5,7,4,9,3,1,4,1,4,3
13508,0,1,5,7,53,1,1,1,1,14,1,0,4,1,2,3,0,2,2,2,2,0,100,3,2,2,3,4,3,0,2,2,1,2,2,4,2,1,4,1
9312,0,5,6,5,65,3,5,4,5,60,4,1,3,4,2,1,0,1,1,1,1,1,90,3,3,3,4,7,4,90,5,9,3,7,3,3,3,1,1,1
7345,0,5,4,5,56,2,2,3,4,42,3,1,4,3,1,2,0,2,2,1,2,1,75,4,3,3,3,6,3,80,4,7,1,1,3,3,3,1,1,1
7462,1,5,4,6,39,1,1,1,3,42,3,0,4,3,2,2,8,2,2,2,2,0,0,3,2,2,3,4,3,7,3,2,1,2,2,1,4,1,4,1
13913,0,7,7,7,46,3,3,3,3,65,5,0,1,4,2,1,1,1,1,1,1,0,20,2,4,4,5,7,4,70,2,7,2,3,3,3,3,1,4,1
7793,1,7,7,7,76,5,4,4,3,64,4,1,-1,4,1,2,0,1,1,1,1,1,100,5,4,3,5,7,4,90,5,9,4,8,3,5,2,1,1,1
13239,0,7,7,7,60,3,4,4,3,74,4,1,2,4,2,2,0,1,1,1,1,1,75,4,4,3,2,5,4,100,5,9,1,2,3,3,3,1,1,2
8839,0,7,5,6,78,5,4,4,5,65,4,0,1,4,2,1,0,1,1,1,1,1,99,3,3,3,4,5,4,80,5,9,1,2,3,3,3,1,1,1
9572,0,7,7,7,52,2,3,3,2,49,3,1,5,3,2,1,0,1,1,1,1,0,95,3,3,4,4,6,4,80,4,9,4,8,3,4,2,1,1,1
7794,0,5,3,5,45,2,1,2,3,41,4,0,4,3,2,2,0,2,1,1,1,1,75,4,3,2,5,1,4,95,5,7,2,4,3,2,4,1,1,1
10994,0,5,6,6,66,4,4,5,5,57,4,1,5,3,2,1,0,1,1,1,1,1,90,4,3,3,4,5,3,70,4,9,4,9,3,2,4,2,1,3
9313,1,2,3,3,49,3,3,3,3,42,3,1,5,3,2,1,0,1,1,1,1,1,30,4,3,3,3,5,3,50,3,8,4,8,3,3,3,2,1,1
10839,1,6,6,6,68,4,5,5,4,54,5,1,5,3,2,1,0,1,1,1,1,0,85,2,3,4,3,5,3,60,4,8,2,3,3,6,2,1,1,1
9809,1,3,2,5,34,1,1,1,1,53,4,1,2,3,1,1,0,3,2,1,1,0,80,5,3,3,1,3,4,25,2,1,2,3,1,4,2,2,2,1
8217,1,5,2,2,45,2,1,1,2,23,3,0,2,2,2,1,0,1,1,3,3,0,90,5,3,3,2,4,2,2,3,7,3,7,3,6,2,2,3,1
9573,0,7,7,7,57,3,4,4,4,55,4,1,1,4,2,1,0,1,1,1,1,1,85,4,3,3,5,6,4,90,4,6,4,8,3,2,4,1,1,1
12765,0,6,5,7,73,5,4,4,5,65,5,1,6,3,2,1,0,1,1,1,1,1,90,3,4,4,3,7,4,70,5,9,3,5,3,5,2,1,1,1
9314,1,4,4,6,35,1,1,2,1,41,2,0,3,2,2,1,0,1,1,2,2,0,75,4,3,1,1,5,3,5,4,5,2,4,3,5,2,1,1,1
8218,1,4,3,4,31,1,1,1,4,42,4,1,4,3,1,1,1,3,3,3,3,0,6,5,4,4,3,4,3,67,3,1,3,5,1,2,4,1,5,1
11159,1,4,3,6,48,3,3,2,4,41,3,1,5,3,2,2,0,1,1,1,1,1,-1,4,3,2,3,3,3,80,3,6,4,9,3,2,4,2,1,3
11776,1,3,4,4,58,3,4,4,3,42,3,1,3,3,1,1,0,1,1,1,1,1,2,3,3,4,3,5,3,35,5,3,1,2,3,6,2,1,3,1
11291,0,5,7,7,68,5,5,5,5,85,4,1,5,4,1,1,0,1,1,1,1,1,50,4,4,4,5,7,4,50,4,4,4,8,3,1,4,1,4,1
12578,1,7,7,7,49,4,5,4,4,55,4,0,6,4,1,1,0,1,1,1,1,1,80,3,3,3,5,7,4,90,5,4,3,7,3,2,4,1,4,4
8840,1,6,6,6,54,2,3,4,4,49,4,1,3,3,1,1,0,1,1,1,1,0,40,3,3,3,2,5,4,80,4,1,2,3,1,1,4,2,4,4
13047,1,6,3,4,30,1,1,2,1,31,2,0,4,2,1,1,1,1,1,1,1,0,100,4,3,2,1,6,1,100,1,1,3,7,1,7,2,2,3,1
